lai mohammed ooo https//t.co/yuavbd6zvh|{u'full_name': u'Lagos, Nigeria', u'url': u'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', u'country': u'Nigeria', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, u'country_code': u'NG', u'attributes': {}, u'id': u'011a942e0a0e8fb2', u'name': u'Lagos'}
zika hits africa thousands test positive on cape verde island https//t.co/yarn2io8xz|None
rt @barackobama read president obama's thoughts on climate change, technology, and womeninstem https//t.co/vryx8cxfek https//t.co/ircn…|None
rt @breitbartlondon 230 man riot as kurds and turks clash again in germany, police woman injured https//t.co/xt9fswjn7g https//t.co/tb2e…|None
@kancolle_staff 覚えているのか？「艦娘国服」からの脅威。maybe，彼たちが始まりだ。ddos攻撃，また、アカウントを盗み取ることの可能性もある。ご注意してください。 https//t.co/n0025t0pfb|None
rt @drpippam no inflation?? https//t.co/cntz8kppqc|None
rt @jadinepublicist hold on cleah! yan. yan ang gusto kong i-flood sa ig ng dalawa! haha! otwolbeginagain|None
rt @moresciencenews defeating zika the big questions researchers are trying to answer -  https//t.co/yqwf0j2nmm https//t.co/5jw9qmf0uz|None
another day, another terrorist attack on american soil under barack hussein obama's watch. how many is that now? https//t.co/jmjw6pmimp|None
rt @mirandasa_ mt @charlesbigfootcolômbia confirma 3177 grávidas com zika e nenhum caso de microcefalia  https//t.co/ohogpthrob… https/…|None
¿puede el virus del zika transmitirse por relaciones sexuales? (video) https//t.co/sskridjkmh|None
rt @moresciencenews defeating zika the big questions researchers are trying to answer -  https//t.co/yqwf0j2nmm https//t.co/5jw9qmf0uz|None
rt @moresciencenews defeating zika the big questions researchers are trying to answer -  https//t.co/yqwf0j2nmm https//t.co/5jw9qmf0uz|None
andres_cano42 la llegada del zika a venezuela, la última amenaza de un país colapsado https//t.co/topfa6rh87 https//t.co/q6lzmyn0ih|None
this 'lab in a suitcase' helped track ebola cases last year https//t.co/ky57dwsd8h via verge|None
